,conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username
333,1896129653083095165,Sun Mar 02 09:25:12 +0000 2025,0,Satu satunye BUMN nyang gak mao gabung ame Danantara https://t.co/dM9CUYFE7K,1896129653083095165,https://pbs.twimg.com/media/GlBn3u9a4AAWlQ8.jpg,,in,Di kolong lemari emak,0,0,0,https://x.com/PeacePack2/status/1896129653083095165,1206901709139673089,PeacePack2
334,1895949667537506652,Sun Mar 02 09:24:11 +0000 2025,0,@detikcom Malah jadi makin khawatir. Pejabat2 yang dipilih untuk mengurus Danantara memiliki rekam jejak buruk dalam integritas. Wajar rakyat cemas dan khawatir jadi ajang korupsi baru yang lebih besar. Makin kesini BUMN yang dibina Erick Thohir saja makin terungkap jadi sarang korupsi.,1896129399373856838,,detikcom,in,,0,0,0,https://x.com/rebo_kliwon/status/1896129399373856838,1603629337458413568,rebo_kliwon
335,1896128082576298099,Sun Mar 02 09:18:57 +0000 2025,33,menyambut baik dibuatnya danantara. siap2 kencangkan ikat pinggang untuk sobat BUMN. sy yg PNS dilindungi UU PP perpres &amp; semua aturan turunannya. sobat BUMN? emang gw pikirin.,1896128082576298099,,,in,,0,4,4,https://x.com/ketertibanumum/status/1896128082576298099,1589064114646589445,ketertibanumum
336,1896126516783911210,Sun Mar 02 09:16:18 +0000 2025,88,Lahirlah Danantara Maka konsolidasi BUMN itu sekarang telah terjadi pada tahap pertama. Hasil dari konsolidasi itu adalah dana negara yang kita bayangkan sebagai akumulasi dari kekayaan negara kita yang langsung menjadi kekuatan yang sangat besar dan diperhitungkan.,1896127413630959826,,Fahrihamzah,in,Jakarta,2,71,23,https://x.com/Fahrihamzah/status/1896127413630959826,120968478,Fahrihamzah
337,1896126516783911210,Sun Mar 02 09:12:44 +0000 2025,391,DANANTARA DANA SIAPA? Fahri Hamzah Saya hampir lima tahun berada di komisi VI DPR RI pada waktu itu yang mengawasi Kementrian BUMN (yang menurut seharusnya bukan mengawasi BUMN). Sekitar periode 2004-2009 dan pada akhir periode itu saya menulis buku berjudul Negara BUMN dan,1896126516783911210,,,in,Jakarta,26,290,107,https://x.com/Fahrihamzah/status/1896126516783911210,120968478,Fahrihamzah
338,1896126180161655123,Sun Mar 02 09:11:24 +0000 2025,0,Gais bni kan bank bumn yah. Aman ga si kalo nabung di life goalsnya? Sejak isu danantara ge jadi trust issue sama bank bumn https://t.co/lqotV8FjMC,1896126180161655123,https://pbs.twimg.com/media/GlBktlYb0AAyc8s.jpg,,in,thanos world,0,1,0,https://x.com/maegicalqueen/status/1896126180161655123,1781594924674322432,maegicalqueen
339,1895797716388835839,Sun Mar 02 09:07:23 +0000 2025,0,@kumparan 47 BUMN masuk danantara yg tadinya korupsi hanya di BUMN skrg ditambah lagi korupsi terpusat. jualan BUMN akan makin mahal,1896125170110300626,,kumparan,in,,0,0,0,https://x.com/bpsmgt/status/1896125170110300626,1121436493203922945,bpsmgt
340,1893871989221118137,Sun Mar 02 09:03:29 +0000 2025,0,@ndorokakung danantara seperti sebuah lembaga investasi yang dananya diambil dari bumn untuk diinvestasikan,1896124190320959511,,ndorokakung,in,,0,0,0,https://x.com/RzxFakhih27669/status/1896124190320959511,1672482413812002818,RzxFakhih27669
341,1895850446629322939,Sun Mar 02 08:51:41 +0000 2025,0,@KangManto123 Artinya program utama dari Danantara ini adalah memperbaiki neraca BUMN dan tentu kinerjanya harus diperbaiki juga. Itu tugas berat bagi pengurus Danantara. Total utang BUMN sampai akhir 2024 itu mencapai hampir 7.000 T,1896121220061602020,,NH_Poetranto,in,"Jatibening, Bekasi Indonesia",0,0,0,https://x.com/NH_Poetranto/status/1896121220061602020,3098081976,NH_Poetranto
342,1895850446629322939,Sun Mar 02 08:51:20 +0000 2025,0,@KangManto123 Kalau mau disederhanakan Danantara ini solusi mengatasi utang BUMN akibat kebijakan masa lalu. Alih2 menjadi solusi sumber daya negara mendapatkan dana pembangunan di luar APBN malah justru BUMN sendiri berkubang dengan masalah tak ubahnya dengan APBN sendiri.,1896121129548603888,,KangManto123,in,"Jatibening, Bekasi Indonesia",0,1,0,https://x.com/NH_Poetranto/status/1896121129548603888,3098081976,NH_Poetranto
